timestamp_sim,event_type,subject,name,x,y,value,extra
2025-10-21 00:00,sensor,Switch,sw,229,156,0,per-second-sample
2025-10-21 00:01,move,user,,218,249,,
2025-10-21 00:01,sensor,Switch,sw,229,156,0,sync_with_door:203
2025-10-21 00:02,sensor,Switch,sw,229,156,0,per-second-sample
2025-10-21 00:02,move,user,,224,149,,
2025-10-21 00:02,sensor,Switch,sw,229,156,1,sync_with_door:203
2025-10-21 00:02,sensor,Switch,sw,229,156,1,per-second-sample
2025-10-21 00:03,move,user,,234,148,,
2025-10-21 00:03,sensor,Switch,sw,229,156,0,sync_with_door:203
2025-10-21 00:04,sensor,Switch,sw,229,156,0,per-second-sample
2025-10-21 00:04,sensor,Switch,sw,229,156,0,per-second-sample
