timestamp_sim,event_type,subject,name,x,y,value,extra
2025-10-20 00:00,sensor,Smart Meter,sm,354,305,0.0,device:v
2025-10-20 00:00,sensor,PIR,s,285,306,0,per-second-sample
2025-10-20 00:01,move,user,,384,307,,
2025-10-20 00:01,sensor,PIR,s,285,306,1,closest_in_fov
2025-10-20 00:01,device,Oven,v,384,305,1,user_toggle_at_click
2025-10-20 00:01,sensor,Smart Meter,sm,354,305,942.8,device:v
2025-10-20 00:01,sensor,PIR,s,285,306,1,per-second-sample
2025-10-20 00:03,sensor,Smart Meter,sm,354,305,942.8,device:v
2025-10-20 00:03,sensor,PIR,s,285,306,1,per-second-sample
2025-10-20 00:03,sensor,Smart Meter,sm,354,305,942.8,device:v
2025-10-20 00:03,sensor,PIR,s,285,306,1,per-second-sample
