timestamp_sim,event_type,subject,name,x,y,value,extra
2025-10-20 00:00,sensor,Smart Meter,sm_dw,854,533,0.0,device:dw
2025-10-20 00:00,sensor,Smart Meter,sm_wm,735,187,0.0,device:wm
2025-10-20 00:00,sensor,Smart Meter,sm_pc,358,273,0.0,device:pc
2025-10-20 00:00,sensor,PIR,pir_r1,364,91,0,per-second-sample
2025-10-20 00:00,sensor,PIR,pir_hall,634,95,0,per-second-sample
2025-10-20 00:00,sensor,PIR,pir_b,856,91,0,per-second-sample
2025-10-20 00:00,sensor,PIR,pir_r2,879,234,0,per-second-sample
2025-10-20 00:00,sensor,PIR,pir_lr,359,604,0,per-second-sample
2025-10-20 00:00,sensor,PIR,pir_k,872,616,0,per-second-sample
2025-10-20 00:00,sensor,Switch,entrance,636,645,0,per-second-sample
2025-10-20 00:01,move,user,,867,596,,
2025-10-20 00:01,sensor,PIR,pir_k,872,616,1,closest_in_fov
2025-10-20 00:01,device,Oven,ov,868,597,1,user_toggle_at_click
2025-10-20 00:01,sensor,Peso,chair1,741,535,0,auto_off
2025-10-20 00:01,sensor,Peso,chair2,737,496,0,auto_off
2025-10-20 00:01,sensor,Peso,w1,521,232,0,auto_off
2025-10-20 00:01,sensor,Peso,w2,837,273,0,auto_off
2025-10-20 00:01,sensor,Switch,entrance,636,645,0,sync_with_door:608
2025-10-20 00:02,sensor,Smart Meter,sm_dw,854,533,0.0,device:dw
2025-10-20 00:02,sensor,Smart Meter,sm_wm,735,187,0.0,device:wm
2025-10-20 00:02,sensor,Smart Meter,sm_pc,358,273,0.0,device:pc
2025-10-20 00:02,sensor,PIR,pir_r1,364,91,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_hall,634,95,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_b,856,91,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_r2,879,234,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_lr,359,604,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_k,872,616,1,per-second-sample
2025-10-20 00:02,sensor,Switch,entrance,636,645,0,per-second-sample
2025-10-20 00:02,sensor,Smart Meter,sm_dw,854,533,0.0,device:dw
2025-10-20 00:02,sensor,Smart Meter,sm_wm,735,187,0.0,device:wm
2025-10-20 00:02,sensor,Smart Meter,sm_pc,358,273,0.0,device:pc
2025-10-20 00:02,sensor,PIR,pir_r1,364,91,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_hall,634,95,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_b,856,91,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_r2,879,234,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_lr,359,604,0,per-second-sample
2025-10-20 00:02,sensor,PIR,pir_k,872,616,1,per-second-sample
2025-10-20 00:02,sensor,Switch,entrance,636,645,0,per-second-sample
2025-10-20 00:03,sensor,Smart Meter,sm_dw,854,533,0.0,device:dw
2025-10-20 00:03,sensor,Smart Meter,sm_wm,735,187,0.0,device:wm
